-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.050
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.012,  0.150
-183.800, 80.198, 0.041,  0.200
-183.801, 80.196, 0.035,  0.250
-183.803, 80.189, 0.181,  0.300
-183.808, 80.175, 0.322,  0.350
-183.816, 80.151, 0.509,  0.400
-183.823, 80.121, 0.634,  0.450
-183.825, 80.087, 0.724,  0.500
-183.824, 80.049, 0.802,  0.550
-183.821, 80.006, 0.893,  0.600
-183.813, 79.957, 0.979,  0.650
-183.802, 79.907, 1.021,  0.700
-183.792, 79.853, 1.133,  0.750
-183.788, 79.791, 1.270,  0.800
-183.789, 79.726, 1.309,  0.850
-183.795, 79.661, 1.308,  0.900
-183.804, 79.597, 1.301,  0.950
-183.819, 79.532, 1.324,  1.000
-183.833, 79.461, 1.463,  1.050
-183.839, 79.385, 1.543,  1.100
-183.839, 79.306, 1.597,  1.150
-183.834, 79.225, 1.613,  1.200
-183.823, 79.145, 1.613,  1.250
-183.806, 79.065, 1.621,  1.300
-183.790, 78.980, 1.729,  1.350
-183.783, 78.892, 1.776,  1.400
-183.784, 78.803, 1.792,  1.450
-183.790, 78.713, 1.785,  1.500
-183.803, 78.625, 1.775,  1.550
-183.822, 78.537, 1.777,  1.600
-183.840, 78.445, 1.873,  1.650
-183.849, 78.350, 1.903,  1.700
-183.849, 78.255, 1.895,  1.750
-183.843, 78.161, 1.872,  1.800
-183.831, 78.068, 1.862,  1.850
-183.812, 77.976, 1.859,  1.900
-183.794, 77.880, 1.952,  1.950
-183.786, 77.781, 1.972,  2.000
-183.787, 77.683, 1.956,  2.050
-183.793, 77.586, 1.932,  2.100
-183.807, 77.490, 1.917,  2.150
-183.828, 77.395, 1.913,  2.200
-183.847, 77.297, 2.002,  2.250
-183.856, 77.196, 2.021,  2.300
-183.857, 77.095, 2.001,  2.350
-183.851, 76.996, 1.971,  2.400
-183.838, 76.898, 1.958,  2.450
-183.818, 76.801, 1.951,  2.500
-183.799, 76.701, 2.042,  2.550
-183.791, 76.597, 2.060,  2.600
-183.791, 76.495, 2.039,  2.650
-183.798, 76.394, 2.010,  2.700
-183.812, 76.294, 1.993,  2.750
-183.834, 76.195, 1.988,  2.800
-183.854, 76.093, 2.079,  2.850
-183.863, 75.988, 2.098,  2.900
-183.864, 75.884, 2.077,  2.950
-183.858, 75.781, 2.045,  3.000
-183.845, 75.680, 2.031,  3.050
-183.824, 75.579, 2.025,  3.100
-183.805, 75.475, 2.117,  3.150
-183.796, 75.367, 2.138,  3.200
-183.796, 75.261, 2.115,  3.250
-183.803, 75.157, 2.084,  3.300
-183.818, 75.053, 2.069,  3.350
-183.840, 74.950, 2.065,  3.400
-183.861, 74.844, 2.158,  3.450
-183.871, 74.735, 2.181,  3.500
-183.872, 74.626, 2.159,  3.550
-183.866, 74.520, 2.125,  3.600
-183.852, 74.414, 2.112,  3.650
-183.831, 74.309, 2.109,  3.700
-183.811, 74.201, 2.204,  3.750
-183.801, 74.089, 2.229,  3.800
-183.801, 73.978, 2.206,  3.850
-183.809, 73.869, 2.170,  3.900
-183.824, 73.761, 2.154,  3.950
-183.847, 73.654, 2.154,  4.000
-183.868, 73.543, 2.252,  4.050
-183.879, 73.429, 2.281,  4.100
-183.880, 73.316, 2.258,  4.150
-183.874, 73.204, 2.220,  4.200
-183.860, 73.094, 2.203,  4.250
-183.838, 72.984, 2.203,  4.300
-183.817, 72.871, 2.306,  4.350
-183.807, 72.754, 2.338,  4.400
-183.807, 72.638, 2.314,  4.450
-183.814, 72.524, 2.274,  4.500
-183.829, 72.411, 2.253,  4.550
-183.853, 72.299, 2.256,  4.600
-183.876, 72.183, 2.363,  4.650
-183.888, 72.063, 2.398,  4.700
-183.890, 71.944, 2.374,  4.750
-183.883, 71.826, 2.333,  4.800
-183.869, 71.711, 2.310,  4.850
-183.846, 71.596, 2.313,  4.900
-183.824, 71.477, 2.424,  4.950
-183.813, 71.353, 2.461,  5.000
-183.812, 71.231, 2.437,  5.050
-183.820, 71.111, 2.395,  5.100
-183.836, 70.992, 2.372,  5.150
-183.860, 70.874, 2.376,  5.200
-183.884, 70.752, 2.489,  5.250
-183.897, 70.625, 2.529,  5.300
-183.899, 70.500, 2.506,  5.350
-183.893, 70.376, 2.463,  5.400
-183.878, 70.254, 2.439,  5.450
-183.854, 70.132, 2.443,  5.500
-183.831, 70.006, 2.559,  5.550
-183.819, 69.876, 2.602,  5.600
-183.818, 69.747, 2.580,  5.650
-183.826, 69.619, 2.536,  5.700
-183.842, 69.494, 2.507,  5.750
-183.868, 69.369, 2.509,  5.800
-183.893, 69.240, 2.629,  5.850
-183.907, 69.106, 2.680,  5.900
-183.910, 68.973, 2.662,  5.950
-183.904, 68.841, 2.615,  6.000
-183.889, 68.712, 2.578,  6.050
-183.864, 68.584, 2.577,  6.100
-183.839, 68.451, 2.703,  6.150
-183.826, 68.313, 2.764,  6.200
-183.825, 68.175, 2.749,  6.250
-183.832, 68.040, 2.692,  6.300
-183.849, 67.907, 2.638,  6.350
-183.876, 67.777, 2.623,  6.400
-183.902, 67.642, 2.758,  6.450
-183.917, 67.500, 2.842,  6.500
-183.921, 67.358, 2.841,  6.550
-183.915, 67.218, 2.784,  6.600
-183.899, 67.081, 2.718,  6.650
-183.874, 66.947, 2.684,  6.700
-183.848, 66.809, 2.813,  6.750
-183.834, 66.665, 2.918,  6.800
-183.832, 66.517, 2.934,  6.850
-183.840, 66.372, 2.893,  6.900
-183.857, 66.229, 2.835,  6.950
-183.885, 66.090, 2.804,  7.000
-183.913, 65.946, 2.932,  7.050
-183.930, 65.796, 3.032,  7.100
-183.934, 65.643, 3.040,  7.150
-183.929, 65.493, 2.991,  7.200
-183.913, 65.346, 2.928,  7.250
-183.886, 65.201, 2.890,  7.300
-183.859, 65.053, 3.017,  7.350
-183.844, 64.899, 3.124,  7.400
-183.841, 64.741, 3.137,  7.450
-183.848, 64.586, 3.092,  7.500
-183.866, 64.433, 3.029,  7.550
-183.895, 64.284, 2.989,  7.600
-183.925, 64.132, 3.116,  7.650
-183.943, 63.972, 3.226,  7.700
-183.948, 63.810, 3.239,  7.750
-183.943, 63.649, 3.194,  7.800
-183.927, 63.492, 3.130,  7.850
-183.900, 63.337, 3.089,  7.900
-183.871, 63.180, 3.215,  7.950
-183.854, 63.015, 3.326,  8.000
-183.851, 62.847, 3.340,  8.050
-183.858, 62.682, 3.294,  8.100
-183.876, 62.519, 3.228,  8.150
-183.906, 62.360, 3.183,  8.200
-183.937, 62.198, 3.308,  8.250
-183.957, 62.029, 3.426,  8.300
-183.964, 61.856, 3.444,  8.350
-183.959, 61.685, 3.401,  8.400
-183.943, 61.517, 3.337,  8.450
-183.914, 61.353, 3.291,  8.500
-183.884, 61.185, 3.416,  8.550
-183.866, 61.010, 3.532,  8.600
-183.861, 60.832, 3.550,  8.650
-183.868, 60.656, 3.504,  8.700
-183.886, 60.484, 3.436,  8.750
-183.917, 60.315, 3.385,  8.800
-183.950, 60.143, 3.509,  8.850
-183.971, 59.963, 3.634,  8.900
-183.979, 59.780, 3.657,  8.950
-183.975, 59.598, 3.616,  9.000
-183.959, 59.419, 3.552,  9.050
-183.929, 59.244, 3.502,  9.100
-183.898, 59.066, 3.624,  9.150
-183.878, 58.881, 3.747,  9.200
-183.872, 58.692, 3.768,  9.250
-183.878, 58.505, 3.722,  9.300
-183.897, 58.321, 3.652,  9.350
-183.929, 58.142, 3.597,  9.400
-183.963, 57.959, 3.717,  9.450
-183.986, 57.769, 3.846,  9.500
-183.995, 57.575, 3.875,  9.550
-183.992, 57.383, 3.833,  9.600
-183.975, 57.193, 3.765,  9.650
-183.946, 57.008, 3.710,  9.700
-183.913, 56.820, 3.829,  9.750
-183.892, 56.624, 3.958,  9.800
-183.885, 56.424, 3.988,  9.850
-183.890, 56.226, 3.945,  9.900
-183.909, 56.031, 3.874,  9.950
-183.941, 55.840, 3.814, 10.000
-183.977, 55.648, 3.930, 10.050
-184.001, 55.447, 4.060, 10.100
-184.012, 55.242, 4.093, 10.150
-184.009, 55.039, 4.049, 10.200
-183.993, 54.839, 3.976, 10.250
-183.963, 54.643, 3.914, 10.300
-183.929, 54.445, 4.025, 10.350
-183.907, 54.239, 4.160, 10.400
-183.898, 54.029, 4.197, 10.450
-183.903, 53.820, 4.152, 10.500
-183.922, 53.615, 4.076, 10.550
-183.955, 53.415, 4.009, 10.600
-183.992, 53.213, 4.117, 10.650
-184.018, 53.003, 4.251, 10.700
-184.029, 52.788, 4.291, 10.750
-184.028, 52.574, 4.248, 10.800
-184.012, 52.365, 4.170, 10.850
-183.981, 52.159, 4.101, 10.900
-183.946, 51.952, 4.206, 10.950
-183.923, 51.738, 4.338, 11.000
-183.914, 51.519, 4.380, 11.050
-183.918, 51.301, 4.339, 11.100
-183.937, 51.086, 4.259, 11.150
